record_type,time_sec,color,x,y,z,scenario,count_red,count_green,count_blue,count_total,extra_notes
obstacle,21.52,,-1.43,-1.21,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.48 m, steering left"
obstacle,21.64,,-1.43,-1.22,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.48 m, steering left"
obstacle,21.73,,-1.42,-1.22,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.48 m, steering left"
obstacle,21.91,,-1.41,-1.23,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.48 m, steering left"
obstacle,22.02,,-1.41,-1.23,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.48 m, steering left"
obstacle,22.15,,-1.40,-1.24,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.48 m, steering left"
obstacle,22.21,,-1.39,-1.24,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.46 m, steering left"
obstacle,22.30,,-1.38,-1.25,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.46 m, steering left"
obstacle,22.41,,-1.37,-1.26,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.46 m, steering left"
obstacle,22.51,,-1.36,-1.27,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.44 m, steering left"
obstacle,22.60,,-1.36,-1.27,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.44 m, steering left"
obstacle,22.74,,-1.35,-1.28,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.44 m, steering left"
obstacle,22.81,,-1.35,-1.28,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.44 m, steering left"
obstacle,22.91,,-1.35,-1.28,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.43 m, steering left"
obstacle,23.01,,-1.34,-1.28,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.43 m, steering left"
obstacle,23.12,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.43 m, steering left"
obstacle,23.20,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.43 m, steering left"
obstacle,23.31,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.41 m, steering left"
obstacle,23.41,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.41 m, steering left"
obstacle,23.51,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.41 m, steering left"
obstacle,23.61,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.42 m, steering left"
obstacle,23.71,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.42 m, steering left"
obstacle,23.80,,-1.34,-1.29,0.00,AdaptiveCoverage_Obstacles,,,,,"Obstacle at 0.42 m, steering left"
