record_type,time_sec,color,x,y,z,scenario,count_red,count_green,count_blue,count_total,extra_notes
DETECTION,5.13,green,-2.87,-0.30,0.07,warehouse_improved,,,,,
SUMMARY,74.91,,,,,warehouse_improved,0,1,0,1,User interrupted or run completed.
